DESCR,ID_NODE,ID_PARENT,ORD,ID_TREE,TAG,DESCR
MAIN OIL TERMINAL,43232,43231,3,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43233,43182,4,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43234,43233,9,311,FGXS-1006-01,CONFIRMED FIRE AT PUMP P-1006
MAIN OIL TERMINAL,43235,43233,0,311,P-1006,TRIP - SHIP LOADING PUMP P-1006
MAIN OIL TERMINAL,43236,43233,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43237,43233,2,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43238,43233,3,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43239,43233,4,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43240,43233,10,311,FGXS-1007-01,CONFIRMED FIRE AT PUMP P-1007
MAIN OIL TERMINAL,43241,43233,0,311,P-1007,TRIP - SHIP LOADING PUMP P-1007
MAIN OIL TERMINAL,43242,43233,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43243,43233,2,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43244,43233,3,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43245,43182,4,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43246,43245,11,311,FGXS-1008-01,CONFIRMED FIRE AT PUMP P-1008
MAIN OIL TERMINAL,43247,43245,0,311,P-1008,TRIP - SHIP LOADING PUMP P-1008
MAIN OIL TERMINAL,43248,43245,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43249,43182,2,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43250,43249,3,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43251,43249,4,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43252,43249,12,311,FGXS-1009-01,CONFIRMED FIRE AT PUMP P-1009
MAIN OIL TERMINAL,43253,43249,0,311,P-1009,TRIP - SHIP LOADING PUMP P-1009
MAIN OIL TERMINAL,43254,43249,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43255,43249,2,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43256,43249,3,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43257,43182,4,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43258,43257,13,311,FGXS-1010-01,CONFIRMED FIRE AT PUMP P-1010
MAIN OIL TERMINAL,43259,43257,0,311,P-1010,TRIP - SHIP LOADING PUMP P-1010
MAIN OIL TERMINAL,43260,43257,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43261,43035,2,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43262,43261,3,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43263,43262,4,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43264,43262,14,311,FGXS-1011-01,CONFIRMED FIRE AT PUMP P-1011
MAIN OIL TERMINAL,43265,43262,0,311,P-1011,TRIP - SHIP LOADING PUMP P-1011
MAIN OIL TERMINAL,43266,43262,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43267,43261,2,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43268,43267,3,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43269,43267,4,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43270,43267,15,311,FGXS-1012-01,CONFIRMED FIRE AT PUMP P-1012
MAIN OIL TERMINAL,43271,43267,0,311,P-1012,TRIP - SHIP LOADING PUMP P-1012
MAIN OIL TERMINAL,43272,43261,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43273,43272,2,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43274,43272,3,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43275,43272,4,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43276,43272,2,311,OILY WATER SYSTEM,
MAIN OIL TERMINAL,43277,43261,0,311,HSD-2401-01,ESD PB AT PRODUCED WATER SYSTEM AREA
MAIN OIL TERMINAL,43278,43277,0,311,P-2404,TRIP - TREATED WATER DISPOSAL PUMP P-2404
MAIN OIL TERMINAL,43279,43277,1,311,P-2405,TRIP - TREATED WATER DISPOSAL PUMP P-2405
MAIN OIL TERMINAL,43280,43277,2,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43281,43277,3,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43282,43261,4,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43283,43282,5,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43284,43282,1,311,ASDH-2400-01,T-2403 O/L OIL CONTAIN HIGH HIGH
MAIN OIL TERMINAL,43285,43282,0,311,SDV-1500-01,CLOSE - MOT INLET SDV
MAIN OIL TERMINAL,43286,43282,1,311,SDV-1601-01,CLOSE - SHIP LOADING LINE-1 SDV
MAIN OIL TERMINAL,43287,43261,2,311,24-88-SDV-XXXX-XX,CLOSE - SPM-3 SDV (505-XV-3801/3802)
MAIN OIL TERMINAL,43288,43287,3,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43289,43287,4,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43290,43287,5,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43291,43287,6,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43292,43261,7,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43293,43292,3,311,COMMON,
MAIN OIL TERMINAL,43294,43292,0,311,XS-7300-01,CONTROL SYSTEM / ICS FAILURE
MAIN OIL TERMINAL,43295,43292,0,311,SDV-1601-01,CLOSE - SHIP LOADING LINE-1 SDV
MAIN OIL TERMINAL,43296,43292,1,311,SDV-1602-01,CLOSE - SHIP LOADING LINE-2 SDV
MAIN OIL TERMINAL,43297,43261,2,311,SDV-1603-01,CLOSE - SHIP LOADING LINE-3 SDV
MAIN OIL TERMINAL,43298,43297,3,311,P-1001,TRIP - SHIP LOADING PUMP P-1001
MAIN OIL TERMINAL,43299,43297,4,311,P-1002,TRIP - SHIP LOADING PUMP P-1002
MAIN OIL TERMINAL,43300,43261,5,311,P-1003,TRIP - SHIP LOADING PUMP P-1003
MAIN OIL TERMINAL,43301,43300,6,311,P-1004,TRIP - SHIP LOADING PUMP P-1004
MAIN OIL TERMINAL,43302,43261,7,311,P-1005,TRIP - SHIP LOADING PUMP P-1005
MAIN OIL TERMINAL,43303,43302,8,311,P-1006,TRIP - SHIP LOADING PUMP P-1006
MAIN OIL TERMINAL,43304,43261,9,311,P-1007,TRIP - SHIP LOADING PUMP P-1007
MAIN OIL TERMINAL,43305,43304,10,311,P-1008,TRIP - SHIP LOADING PUMP P-1008
MAIN OIL TERMINAL,43306,43261,11,311,P-1009,TRIP - SHIP LOADING PUMP P-1009
MAIN OIL TERMINAL,43307,43306,12,311,P-1010,TRIP - SHIP LOADING PUMP P-1010
MAIN OIL TERMINAL,43308,43261,13,311,P-1011,TRIP - SHIP LOADING PUMP P-1011
MAIN OIL TERMINAL,43309,43308,14,311,P-1012,TRIP - SHIP LOADING PUMP P-1012
MAIN OIL TERMINAL,43310,43261,15,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43311,43310,16,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43312,43261,17,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43313,43312,18,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43314,43312,1,311,XS-8001-01,PIPELINE COMMUNICATION SYSTEM FAIL (AFTER 120 SECONDS)
MAIN OIL TERMINAL,43315,43312,0,311,30-50-XA-7001-01,TRIP - MPS STATION SHUTDOWN
MAIN OIL TERMINAL,43316,43261,1,311,25-50-XA-7001-01,TRIP - IPS STATION SHUTDOWN
MAIN OIL TERMINAL,43317,43316,2,311,30-78-XA-1011-01,INHIBIT - BLOCK VALVE 1-10 ESD INHIBIT
MAIN OIL TERMINAL,43318,43316,3,311,SDV-1500-01,CLOSE - MOT INLET SDV
MAIN OIL TERMINAL,43319,43316,4,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43320,43316,5,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43321,43316,6,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43322,43316,7,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43323,43316,2,311,XA-7001-03,FLOW PATH MONITORING FAILURE (MOT)
MAIN OIL TERMINAL,43324,43261,0,311,30-50-XA-7001-01,TRIP - MPS STATION SHUTDOWN
MAIN OIL TERMINAL,43325,43324,1,311,25-50-XA-7001-01,TRIP - IPS STATION SHUTDOWN
MAIN OIL TERMINAL,43326,43324,2,311,30-78-XA-1011-01,INHIBIT - BLOCK VALVE 1-10 ESD INHIBIT
MAIN OIL TERMINAL,43327,43324,3,311,SDV-1500-01,CLOSE - MOT INLET SDV
MAIN OIL TERMINAL,43328,43035,4,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43329,43328,5,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43330,43329,6,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43331,43329,7,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43332,43329,3,311,XA-1011-01,MOT - SURGE ACTIVATION - HIGH PRESSURE
MAIN OIL TERMINAL,43333,43329,0,311,30-50-XA-7001-01,TRIP - MPS STATION SHUTDOWN
MAIN OIL TERMINAL,43334,43328,1,311,25-50-XA-7001-01,TRIP - IPS STATION SHUTDOWN
MAIN OIL TERMINAL,43335,43334,2,311,30-78-XA-1011-01,INHIBIT - BLOCK VALVE 1-10 ESD INHIBIT
MAIN OIL TERMINAL,43336,43334,3,311,SDV-1500-01,CLOSE - MOT INLET SDV
MAIN OIL TERMINAL,43337,43334,4,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43338,43334,5,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43339,43328,6,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43340,43339,7,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43341,43339,4,311,XA-1102-01,MOT - SURGE ACTIVATION - LOW PRESSURE
MAIN OIL TERMINAL,43342,43339,0,311,30-50-XA-7001-01,TRIP - MPS STATION SHUTDOWN
MAIN OIL TERMINAL,43343,43339,1,311,25-50-XA-7001-01,TRIP - IPS STATION SHUTDOWN
MAIN OIL TERMINAL,43344,43328,2,311,30-78-XA-1011-01,INHIBIT - BLOCK VALVE 1-10 ESD INHIBIT
MAIN OIL TERMINAL,43345,43344,3,311,SDV-1500-01,CLOSE - MOT INLET SDV
MAIN OIL TERMINAL,43346,43344,4,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43347,43344,5,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43348,43344,6,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43349,43328,7,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43350,43349,5,311,XS-4900-01,POWER FAILURE AT MOT
MAIN OIL TERMINAL,43351,43349,0,311,SDV-1601-01,CLOSE - SHIP LOADING LINE-1 SDV
MAIN OIL TERMINAL,43352,43349,1,311,SDV-1602-01,CLOSE - SHIP LOADING LINE-2 SDV
MAIN OIL TERMINAL,43353,43349,2,311,SDV-1603-01,CLOSE - SHIP LOADING LINE-3 SDV
MAIN OIL TERMINAL,43354,43328,3,311,P-1001,TRIP - SHIP LOADING PUMP P-1001
MAIN OIL TERMINAL,43355,43354,4,311,P-1002,TRIP - SHIP LOADING PUMP P-1002
MAIN OIL TERMINAL,43356,43354,5,311,P-1003,TRIP - SHIP LOADING PUMP P-1003
MAIN OIL TERMINAL,43357,43354,6,311,P-1004,TRIP - SHIP LOADING PUMP P-1004
MAIN OIL TERMINAL,43358,43354,7,311,P-1005,TRIP - SHIP LOADING PUMP P-1005
MAIN OIL TERMINAL,43359,43328,8,311,P-1006,TRIP - SHIP LOADING PUMP P-1006
MAIN OIL TERMINAL,43360,43359,9,311,P-1007,TRIP - SHIP LOADING PUMP P-1007
MAIN OIL TERMINAL,43361,43359,10,311,P-1008,TRIP - SHIP LOADING PUMP P-1008
MAIN OIL TERMINAL,43362,43359,11,311,P-1009,TRIP - SHIP LOADING PUMP P-1009
MAIN OIL TERMINAL,43363,43359,12,311,P-1010,TRIP - SHIP LOADING PUMP P-1010
MAIN OIL TERMINAL,43364,43328,13,311,P-1011,TRIP - SHIP LOADING PUMP P-1011
MAIN OIL TERMINAL,43365,43364,14,311,P-1012,TRIP - SHIP LOADING PUMP P-1012
MAIN OIL TERMINAL,43366,43364,15,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43367,43328,16,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43368,43367,17,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43369,43328,18,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43370,43369,6,311,24-88-XS-1800-01,SPM LOADING PUMP PREMISSIVE (SPM-1)
MAIN OIL TERMINAL,43371,43328,0,311,SDV-1601-01,CLOSE - SHIP LOADING LINE-1 SDV
MAIN OIL TERMINAL,43372,43371,1,311,P-1001,TRIP - SHIP LOADING PUMP P-1001
MAIN OIL TERMINAL,43373,43328,2,311,P-1002,TRIP - SHIP LOADING PUMP P-1002
MAIN OIL TERMINAL,43374,43373,3,311,P-1003,TRIP - SHIP LOADING PUMP P-1003
MAIN OIL TERMINAL,43375,43328,4,311,P-1010,TRIP - SHIP LOADING PUMP P-1010
MAIN OIL TERMINAL,43376,43375,5,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43377,43328,6,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43378,43377,7,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43379,43328,8,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43380,43379,9,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43381,43379,7,311,24-88-XS-2800-01,SPM LOADING PUMP PREMISSIVE (SPM-2)
MAIN OIL TERMINAL,43382,43379,0,311,SDV-1602-01,CLOSE - SHIP LOADING LINE-2 SDV
MAIN OIL TERMINAL,43383,43379,1,311,P-1004,TRIP - SHIP LOADING PUMP P-1004
MAIN OIL TERMINAL,43384,43379,2,311,P-1005,TRIP - SHIP LOADING PUMP P-1005
MAIN OIL TERMINAL,43385,43379,3,311,P-1006,TRIP - SHIP LOADING PUMP P-1006
MAIN OIL TERMINAL,43386,43379,4,311,P-1011,TRIP - SHIP LOADING PUMP P-1011
MAIN OIL TERMINAL,43387,43379,5,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43388,43379,6,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43389,43379,7,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43390,43328,8,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43391,43390,9,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43392,43390,8,311,24-88-XS-3800-01,SPM LOADING PUMP PREMISSIVE (SPM-3)
MAIN OIL TERMINAL,43393,43390,0,311,SDV-1603-01,CLOSE - SHIP LOADING LINE-3 SDV
MAIN OIL TERMINAL,43394,43328,1,311,P-1007,TRIP - SHIP LOADING PUMP P-1007
MAIN OIL TERMINAL,43395,43394,2,311,P-1008,TRIP - SHIP LOADING PUMP P-1008
MAIN OIL TERMINAL,43396,43394,3,311,P-1009,TRIP - SHIP LOADING PUMP P-1009
MAIN OIL TERMINAL,43397,43394,4,311,P-1012,TRIP - SHIP LOADING PUMP P-1012
MAIN OIL TERMINAL,43398,43394,5,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43399,43394,6,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43400,43394,7,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43401,43394,8,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43402,43328,9,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43403,43402,9,311,XA-8002-01 (700-YA-1200),SPM S/D STATUS - SPM 1
MAIN OIL TERMINAL,43404,43402,0,311,SDV-1601-01,CLOSE - SHIP LOADING LINE-1 SDV
MAIN OIL TERMINAL,43405,43402,1,311,P-1001,TRIP - SHIP LOADING PUMP P-1001
MAIN OIL TERMINAL,43406,43035,2,311,P-1002,TRIP - SHIP LOADING PUMP P-1002
MAIN OIL TERMINAL,43407,43406,3,311,P-1003,TRIP - SHIP LOADING PUMP P-1003
MAIN OIL TERMINAL,43408,43407,4,311,P-1010,TRIP - SHIP LOADING PUMP P-1010
MAIN OIL TERMINAL,43409,43407,5,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43410,43407,6,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43411,43407,7,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43412,43406,8,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43413,43412,9,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43414,43412,10,311,XA-8003-01 (700-YA-2200),SPM S/D STATUS - SPM 2
MAIN OIL TERMINAL,43415,43412,0,311,SDV-1602-01,CLOSE - SHIP LOADING LINE-2 SDV
MAIN OIL TERMINAL,43416,43412,1,311,P-1004,TRIP - SHIP LOADING PUMP P-1004
MAIN OIL TERMINAL,43417,43406,2,311,P-1005,TRIP - SHIP LOADING PUMP P-1005
MAIN OIL TERMINAL,43418,43417,3,311,P-1006,TRIP - SHIP LOADING PUMP P-1006
MAIN OIL TERMINAL,43419,43417,4,311,P-1011,TRIP - SHIP LOADING PUMP P-1011
MAIN OIL TERMINAL,43420,43417,5,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43421,43417,6,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43422,43406,7,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43423,43422,8,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43424,43422,9,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43425,43422,11,311,XA-8004-01 (700-YA-3200),SPM S/D STATUS - SPM 3
MAIN OIL TERMINAL,43426,43422,0,311,SDV-1603-01,CLOSE - SHIP LOADING LINE-3 SDV
MAIN OIL TERMINAL,43427,43406,1,311,P-1007,TRIP - SHIP LOADING PUMP P-1007
MAIN OIL TERMINAL,43428,43427,2,311,P-1008,TRIP - SHIP LOADING PUMP P-1008
MAIN OIL TERMINAL,43429,43427,3,311,P-1009,TRIP - SHIP LOADING PUMP P-1009
MAIN OIL TERMINAL,43430,43427,4,311,P-1012,TRIP - SHIP LOADING PUMP P-1012
MAIN OIL TERMINAL,43431,43427,5,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43432,43406,6,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43433,43432,7,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43434,43432,8,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43435,43432,9,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43436,43432,12,311,PSDH-1500-06(A/B/C) & HS-1010-11,TANK TO TANK TRANSFER LINE PRESSURE HIGH HIGH (2oo3) & P-1010 SELECTED FOR TNK TO TNK TRANSFER
MAIN OIL TERMINAL,43437,43406,0,311,P-1010,TRIP - SHIP LOADING PUMP P-1010
MAIN OIL TERMINAL,43438,43437,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43439,43437,2,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43440,43437,3,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43441,43437,4,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43442,43406,5,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43443,43442,13,311,PSDH-1500-06(A/B/C) & HS-1011-12,TANK TO TANK TRANSFER LINE PRESSURE HIGH HIGH (2oo3) & P-1011 SELECTED FOR TNK TO TNK TRANSFER
MAIN OIL TERMINAL,43444,43442,0,311,P-1011,TRIP - SHIP LOADING PUMP P-1011
MAIN OIL TERMINAL,43445,43406,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43446,43445,2,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43447,43406,3,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43448,43447,4,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43449,43406,5,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43450,43449,14,311,PSDH-1500-06(A/B/C) & HS-1010-12,TANK TO TANK TRANSFER LINE PRESSURE HIGH HIGH (2oo3) & P-1012 SELECTED FOR TNK TO TNK TRANSFER
MAIN OIL TERMINAL,43451,43406,0,311,P-1012,TRIP - SHIP LOADING PUMP P-1012
MAIN OIL TERMINAL,43452,43451,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43453,43406,2,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43454,43453,3,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43455,43406,4,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43456,43455,5,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43457,43406,15,311,HS-1010-11,P-1010 SELECTED FOR TNK TO TNK TRANSFER
MAIN OIL TERMINAL,43458,43457,0,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43459,0,1,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43460,43459,2,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43461,43460,16,311,HS-1011-12,P-1011 SELECTED FOR TNK TO TNK TRANSFER
MAIN OIL TERMINAL,43462,43461,0,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43463,43461,1,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43464,43461,2,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43465,43461,17,311,HS-1010-12,P-1012 SELECTED FOR TNK TO TNK TRANSFER
MAIN OIL TERMINAL,43466,43460,0,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43467,43466,1,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43468,43466,2,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43469,43466,18,311,SZSM-1601-01A,SHIP LOADING LINE-1 - SDV 70% OPENED FB
MAIN OIL TERMINAL,43470,43466,0,311,24-88-SDV-XXXX-XX,CLOSE - SPM-1 SDV (505-XV-1801 & 505-XV-1802
MAIN OIL TERMINAL,43471,43460,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43472,43471,2,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43473,43471,3,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43474,43471,4,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43475,43471,5,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43476,43460,19,311,MZSM-1601-11,"SHIP LOADING LINE-1 MOV-1601-11, 70% OPENED FB"
MAIN OIL TERMINAL,43477,43476,0,311,24-88-SDV-XXXX-XX,CLOSE - SPM-1 SDV (505-XV-1801 & 505-XV-1802
MAIN OIL TERMINAL,43478,43476,1,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43479,43476,2,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43480,43476,3,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43481,43460,4,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43482,43481,5,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43483,43481,20,311,SZSM-1602-01A,SHIP LOADING LINE-2 - SDV 70% OPENED FB
MAIN OIL TERMINAL,43484,43481,0,311,P-1004,TRIP - SHIP LOADING PUMP P-1004
MAIN OIL TERMINAL,43485,43481,1,311,P-1005,TRIP - SHIP LOADING PUMP P-1005
MAIN OIL TERMINAL,43486,43460,2,311,P-1006,TRIP - SHIP LOADING PUMP P-1006
MAIN OIL TERMINAL,43487,43486,3,311,P-1011,TRIP - SHIP LOADING PUMP P-1011
MAIN OIL TERMINAL,43488,43486,4,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43489,43486,5,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43490,43486,6,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43491,43460,7,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43492,43491,8,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43493,43491,21,311,MZSM-1602-11,"SHIP LOADING LINE-2 MOV-1602-11, 70% OPENED FB"
MAIN OIL TERMINAL,43494,43491,0,311,P-1004,TRIP - SHIP LOADING PUMP P-1004
MAIN OIL TERMINAL,43495,43491,1,311,P-1005,TRIP - SHIP LOADING PUMP P-1005
MAIN OIL TERMINAL,43496,43460,2,311,P-1006,TRIP - SHIP LOADING PUMP P-1006
MAIN OIL TERMINAL,43497,43496,3,311,P-1011,TRIP - SHIP LOADING PUMP P-1011
MAIN OIL TERMINAL,43498,43496,4,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43499,43460,5,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43500,43499,6,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43501,43460,7,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43502,43501,8,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43503,43460,22,311,SZSM-1603-01A,SHIP LOADING LINE-3 - SDV 70% OPENED FB
MAIN OIL TERMINAL,43504,43503,0,311,P-1007,TRIP - SHIP LOADING PUMP P-1007
MAIN OIL TERMINAL,43505,43460,1,311,P-1008,TRIP - SHIP LOADING PUMP P-1008
MAIN OIL TERMINAL,43506,43505,2,311,P-1009,TRIP - SHIP LOADING PUMP P-1009
MAIN OIL TERMINAL,43507,43460,3,311,P-1012,TRIP - SHIP LOADING PUMP P-1012
MAIN OIL TERMINAL,43508,43507,4,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43509,43460,5,311,ESD MATRIX PANEL,INDICATION
MAIN OIL TERMINAL,43510,43509,6,311,ESD HMI,ALARM
MAIN OIL TERMINAL,43511,43460,7,311,ESD-ICS HMI-MPS,ALARM
MAIN OIL TERMINAL,43512,43511,8,311,ESD-ICS HMI-MOT,ALARM
MAIN OIL TERMINAL,43513,43511,23,311,MZSM-1603-11,"SHIP LOADING LINE-3 MOV-1603-11, 70% OPENED FB"
MAIN OIL TERMINAL,43514,43511,0,311,P-1007,TRIP - SHIP LOADING PUMP P-1007
MAIN OIL TERMINAL,43515,43511,1,311,P-1008,TRIP - SHIP LOADING PUMP P-1008
MAIN OIL TERMINAL,43516,43511,2,311,P-1009,TRIP - SHIP LOADING PUMP P-1009
MAIN OIL TERMINAL,43517,43511,3,311,P-1012,TRIP - SHIP LOADING PUMP P-1012
